conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d30ad07-9e39-4899-81dd-02b280f162f9,aplică gândirea proiectivă sistemică,released,skill/competence,cross-sector,pune îm aplicare diferite metode de uscare a frunzelor de tutun | efectuați diferite metode de uscare a frunzelor de tutun | aplică diferite metode de uscare a frunzelor de tutun | execută diferite metode de uscare a frunzelor de tutun | efectuează o metodă diferită de uscare a frunzelor de tutun,"Aplică procesul de combinare a sistemelor concepând metodologii cu o proiectare centrată pe om pentru a soluționa provocările societale complexe într-un mod inovator și durabil. Acest lucru se aplică cel mai adesea în practicile de inovare socială care se concentrează mai puțin pe proiectarea de produse și servicii de sine stătătoare pentru a concepe sisteme de servicii complexe, organizații sau politici care aduc valoare societății în ansamblu.
	",http://data.europa.eu/esco/skill/103af23e-d56c-47ab-b991-55c94dcdef50,oferă îndrumare și consultanță
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e09e2d2-e317-47d2-bf5e-1d6c66be3efc,performanța energetică a clădirilor,released,knowledge,cross-sector,,Factori care contribuie la reducerea consumului energetic al clădirilor. Tehnicile de construcție și de renovare utilizate pentru a realiza acest lucru. Legislația și procedurile privind performanța energetică a clădirilor.,http://data.europa.eu/esco/isced-f/0713,electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e0a7f6e-b546-4cc6-9f8b-53e4fa31a426,proiectează rețele electrice inteligente,released,skill/competence,sector-specific,,"Proiectează și calculează sistemul de rețele electrice inteligente, pe baza sarcinii termice, a curbelor de durată, a simulărilor de energie etc.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e0ba879-1cf3-4260-822b-2c2e3cc5e269,instalează sisteme de producție a energiei eoliane onshore,released,skill/competence,occupation-specific,,"Instalează sisteme care generează energie electrică prin intermediul tehnologiilor de energie eoliană onshore. Instalează turbine pe fundații, realizează conexiunile electrice și conectează rețeaua electrică a parcului eolian.
	",http://data.europa.eu/esco/skill/52797dce-911c-4e6d-b0cb-491f6469014f | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"instalează echipamente electrice și electronice | instalează și repară echipamente electrice, electronice și de precizie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e87c852-602a-4a0e-b8d8-20709ce14ac5,evaluează ciclul de viață al resurselor,released,skill/competence,sector-specific,măsoară costuril aferente datoriei | previzionează costurile aferente,"Evaluează utilizarea și o posibilă reciclare a materiilor prime pe parcursul întregului ciclu de viață al produsului. Ține cont de reglementările aplicabile, cum ar fi pachetul de politici al Comisiei Europene privind economia circulară.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,oferă consultanță pe aspecte de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ee4ed1d-dc38-48e0-a9e6-a6b64f316ea6,politici privind apa,released,knowledge,cross-sector,reglementări privind resursele de apă | părțile interesate în politicile privind apa | domeniul de aplicare a politicilor de apă | reglementările apei | politici referitoare la resursele de apă | reglementarea protejării resurselor de apă,"Cadrul politicilor, strategiilor, instituțiilor și reglementărilor în domeniul apei.
	",http://data.europa.eu/esco/isced-f/1021,servicii de igienă publică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4efb00d2-e8b3-4d13-8ab7-70bc7a0a8af9,analizează microclimate pentru clădiri,released,skill/competence,sector-specific,evaluează modelele | dezvoltă modele | lansează modele | stabilește modele,"Analizează soluții adecvate privind condițiile microclimatice pentru clădiri, pentru a asigura un consum de energie responsabil și confortul termic. Ține seama de strategiile pasive de proiectare, cum ar fi lumina zilei, răcirea pasivă, răcirea naturală, masa termică, încălzirea solară și altele.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,propun soluții
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f4ca760-970a-4839-9ce2-ab85ed66772e,elimină deșeuri provenite de la tăierea metalelor,released,skill/competence,cross-sector,,"Elimină deșeurile potențial periculoase create în procesul de tăiere, cum ar fi șpanul, deșeurile și tijele, le sortează în conformitate cu reglementările și curăță locul de muncă.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,manipulează și elimină materiale periculoase | gestionează deșeuri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fb7f781-9362-426a-9eb6-65c360f83e31,desfășoară activități de curățenie într-un mod ecologic,released,skill/competence,cross-sector,,"Îndeplinește toate sarcinile de curățenie într-un mod prin care daunele asupra mediului sunt reduse la minimum, urmează metode care reduc poluarea și risipa de resurse.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptă modalități de reducere a impactului negativ al consumului | evaluează impactul comportamentului individual asupra mediului | respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fdcf911-b738-4cf4-80ab-aa5a14d22f73,desfășoară studii în vederea reîmpăduririi,released,skill/competence,sector-specific,,"Stabilește întreținerea și distribuirea plantulelor. Identifică bolile și daunele provocate de animale. Elaborează și transmit notificări, planuri scrise și bugete pentru reîmpădurire.",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,evaluează terenuri sau proprietăți imobiliare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0,elaborează politica de mediu,released,skill/competence,cross-sector,,"Elaborează o politică organizațională privind dezvoltarea durabilă și respectarea legislației de mediu, în conformitate cu mecanismele de politică utilizate în domeniul protecției mediului.",http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,asigură conformitatea cu legislația de mediu | elaborează politici și legislație
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/509ff122-3546-40a7-ae02-3ee7395b3a76,legislația privind transportul rutier,released,knowledge,sector-specific,reglementări în transportul rutier,"Reglementările la nivel regional, național și european în materie de siguranță și cerințe de mediu pentru operațiunile de transport rutier.
	",http://data.europa.eu/esco/isced-f/0421,drept
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50a382c6-e848-467d-b156-7a1a3610b522,evoluția previziunilor economice,released,knowledge,cross-sector,,"Schimbările ecologice și economice ale societății și modul în care acești factori au evoluat previziunile economice trecute, prezente și viitoare.",http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa | http://data.europa.eu/esco/isced-f/0311,economie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50ac5186-bb18-4ffb-9f29-00636853c8ea,proiectează instalații de energie solară,released,skill/competence,sector-specific,specifica sistemele de energie solară | specificarea sistemului de energie solară | specificarea sistemelor de energie solară | proiectează sisteme fotovoltaice | proiectarea sistemelor de energie solară,Elaborează specificații de proiectare pentru instalații de energie solară și componentele acestora. Întocmește liste de verificare pentru inspecția și monitorizarea proiectelor de instalații solare finalizate.,http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"proiectează materiale, sisteme sau produse industriale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50b7b13a-4e58-43b8-b7c4-edbd09145798,îngrijește flora și fauna sălbatică,released,skill/competence,occupation-specific,are grijă de flora și fauna sălbatică,"Îngrijește flora și fauna sălbatică, arborii și plantele pădurii și asigură întreținerea acestora.",http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25 | http://data.europa.eu/esco/skill/888f286e-272f-4e54-8a3b-9fa391870618,"adoptă modalități de promovare a biodiversității și a bunăstării animalelor | plantează, taie și recoltează arbori, culturi și alte plante"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50e6eba0-4440-4ba5-bb58-3ee78a96e29b,energie hidroelectrică,released,knowledge,cross-sector,hidroenergie | energia hidroelectrică | hidroelectricitate | electricitate hidroenergetică,"Generare energiei electrice prin utilizarea energiei hidroelectrice, care utilizează forța gravitațională a apei în mișcare, precum și beneficiile și aspectele negative ale utilizării energiei hidroelectrice ca sursă regenerabilă de energie.",http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,tehnologii de producere a energiei din surse regenerabile | electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/51399b1c-15d6-4e4c-8673-30c25a094fce,promovează ambalajele din materii prime sustenabile,released,skill/competence,occupation-specific,,Aplică politici sigure și sănătoase în materie de ambalare; maximizează utilizarea materialelor reciclate sau din surse regenerabile; implementează tehnologii de producție ecologice.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/fb01d224-882a-4346-99e2-bfd56f52d09c,"adoptă modalități de reducere a impactului negativ al consumului | efectuează acțiuni de promovare, vânzare și achiziții"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/51729032-56d3-4092-9dd8-23d6cbd97511,predă noțiuni de energie,released,skill/competence,sector-specific,,"Instruiește elevii/studenții în teoria și practica în domeniul energiei cu scopul de a-i ajuta să urmeze o carieră viitoare în acest domeniu, mai exact în întreținerea și repararea proceselor și echipamentelor unei centrale energetice.",http://data.europa.eu/esco/skill/335be43a-3267-400e-b5cb-c9e234dc7544,predau materii din programa universitară sau profesională
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5195eebc-f400-467c-97a3-6f9fbf136169,energie geotermală,released,knowledge,sector-specific,putere geotermală | inginerie geotermală | ingineria puterii geotermale | tehnologia energiei geotermale | ingineria energiei geotermale,Energia geotermală se referă la energia regenerabilă derivată din căldura generată și înmagazinată în interiorul Pământului. Implică valorificarea căldurii naturale din interiorul Pământului pentru a produce energie sau pentru a furniza încălzire sau răcire directă pentru diverse aplicații. Această energie își are originea în descompunerea radioactivă a mineralelor și în căldura reziduală de la formarea Pământului. Energia geotermală poate fi accesată prin centrale geotermale sau prin pompe de căldură geotermală.,http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,tehnologii de producere a energiei din surse regenerabile | electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/519e5731-4d6c-4f98-938e-0976a202c6ba,tratarea deșeurilor periculoase,released,knowledge,cross-sector,,"Metodele aplicate pentru tratarea și eliminarea deșeurilor periculoase precum azbestul, produsele chimice periculoase și diferiți contaminanți, precum și reglementările și legislația în materie de mediu înconjurător.",http://data.europa.eu/esco/isced-f/1021,servicii de igienă publică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5206a9b8-8337-4f0b-ae00-163a2f55d8cf,realizează epurarea apelor uzate,released,skill/competence,cross-sector,realizează tratarea apei | desfășoară operațiuni de tratare a apelor uzate,"Asigură epurarea apelor uzate în conformitate cu reglementările, cu verificarea deșeurilor biologice și a deșeurilor chimice.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"operează sisteme sau utilaje pentru prelucrarea petrolului, pentru tratarea apei sau chimice"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52242966-692f-4a4f-8279-cadbc7874183,inspectează turbine eoliene,released,skill/competence,cross-sector,efectuează inspecții de rutină ale turbinelor eoliene,"Asigură inspecțiile de rutină asupra turbinelor eoliene, urcând pe turbine și inspectând cu atenție toate componentele pentru a identifica orice probleme și pentru a evalua dacă trebuie planificate reparații.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalează componente din lemn și metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5354a726-ee64-4f34-90f8-8436f9f374b8,analizează datele referitoare la ecologie,released,skill/competence,cross-sector,,"Analizează și interpretează datele referitoare la ecologie și biologie, utilizând programe informatice specializate.",http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,analizează date științifice | analizează date științifice și medicale | gestionează datele cantitative | analizează date
